    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000000   -0.151408   -0.201022   -0.206762   -0.194871   -0.177203   -0.159129   -0.142021   -0.126349   -0.112017   -0.098873   -0.086802   -0.075626   -0.065237   -0.055532   -0.046409   -0.037771   -0.029429   -0.021125   -0.012183    0.004807    0.015150    0.021314    0.025847    0.029420    0.032377    0.034916    0.037164    0.039241    0.041293    0.043491    0.046061    0.049184    0.053097    0.057992    0.064006    0.071228    0.079695    0.089469    0.100553    0.112989    0.126850    0.142270    0.159250    0.177243    0.194857    0.206688    0.200892    0.151258    0.000000    0.000000
    0.000000   -0.097929   -0.192867   -0.227803   -0.232462   -0.225430   -0.213499   -0.198905   -0.183289   -0.167207   -0.151045   -0.135045   -0.119400   -0.104128   -0.089305   -0.074879   -0.060707   -0.046552   -0.031609   -0.012571    0.012869    0.028865    0.039315    0.047211    0.053532    0.058754    0.063223    0.067068    0.070505    0.073829    0.077251    0.081016    0.085491    0.090990    0.097824    0.106168    0.116076    0.127495    0.140254    0.154190    0.168928    0.184112    0.199223    0.213551    0.225326    0.232300    0.227633    0.192714    0.097885    0.000000    0.000000
    0.000000   -0.042743   -0.122843   -0.192835   -0.222846   -0.228665   -0.223694   -0.213922   -0.201105   -0.186221   -0.170165   -0.153557   -0.136679   -0.119701   -0.102828   -0.085859   -0.068759   -0.050781   -0.029925   -0.003073    0.019636    0.037855    0.050969    0.060911    0.068949    0.075505    0.081041    0.085835    0.089991    0.093825    0.097507    0.101513    0.106118    0.111738    0.118657    0.127027    0.136992    0.148487    0.161298    0.174852    0.188814    0.202373    0.214374    0.223756    0.228544    0.222678    0.192682    0.122771    0.042786    0.000000    0.000000
    0.000000   -0.018371   -0.072447   -0.135208   -0.187008   -0.211234   -0.216509   -0.212296   -0.203398   -0.190990   -0.176311   -0.160149   -0.143073   -0.125443   -0.107378   -0.088821   -0.069225   -0.047272   -0.021193    0.004637    0.026189    0.045002    0.059853    0.071293    0.080541    0.088248    0.094606    0.099918    0.104510    0.108455    0.112240    0.115987    0.120156    0.125154    0.131300    0.138964    0.148101    0.158599    0.170205    0.182413    0.194308    0.204862    0.212876    0.216527    0.211001    0.186702    0.134990    0.072334    0.018416    0.000000    0.000000
    0.000000   -0.008413   -0.047857   -0.093372   -0.141540   -0.179977   -0.198235   -0.201612   -0.196811   -0.187460   -0.174592   -0.159446   -0.142710   -0.124908   -0.105932   -0.085712   -0.063364   -0.037873   -0.011300    0.012020    0.032535    0.051163    0.066947    0.079666    0.089968    0.098411    0.105347    0.111117    0.115828    0.119792    0.123313    0.126541    0.130038    0.134159    0.139106    0.145384    0.153142    0.162074    0.171962    0.182029    0.191359    0.198510    0.201995    0.197993    0.179469    0.140971    0.092903    0.047639    0.008430    0.000000    0.000000
    0.000000   -0.004247   -0.034386   -0.068537   -0.105059   -0.142772   -0.171544   -0.184186   -0.184772   -0.178659   -0.167731   -0.153564   -0.137192   -0.119041   -0.099132   -0.077018   -0.052237   -0.026090   -0.001902    0.019328    0.038705    0.056781    0.072857    0.086488    0.097501    0.106472    0.113948    0.119906    0.124685    0.128511    0.131521    0.134209    0.136765    0.139489    0.143175    0.147779    0.153690    0.160873    0.168647    0.176458    0.182866    0.186372    0.184162    0.170623    0.141492    0.103936    0.067723    0.034003    0.004249    0.000000    0.000000
    0.000000   -0.002373   -0.025863   -0.052284   -0.080001   -0.109878   -0.140191   -0.161458   -0.168666   -0.166026   -0.157114   -0.143920   -0.127544   -0.108724   -0.087488   -0.063639   -0.038463   -0.014446    0.006992    0.026455    0.044671    0.061972    0.077942    0.091783    0.103496    0.113105    0.120756    0.126851    0.131645    0.135117    0.137684    0.139479    0.140855    0.142411    0.144210    0.147046    0.150939    0.155938    0.161490    0.166727    0.170114    0.169423    0.160120    0.137926    0.107689    0.078176    0.051023    0.025272    0.002355    0.000000    0.000000
    0.000000   -0.001446   -0.019901   -0.040578   -0.062111   -0.084841   -0.109879   -0.134507   -0.149053   -0.150531   -0.143349   -0.130575   -0.114126   -0.094269   -0.071701   -0.047915   -0.024748   -0.003770    0.015468    0.033326    0.050279    0.066713    0.082303    0.096334    0.108272    0.118243    0.126314    0.132345    0.136975    0.140138    0.141958    0.142750    0.142898    0.142614    0.142814    0.143510    0.145116    0.147919    0.151218    0.153852    0.153946    0.147978    0.131149    0.105999    0.081278    0.059274    0.038756    0.019006    0.001408    0.000000    0.000000
    0.000000   -0.000939   -0.015426   -0.031638   -0.048412   -0.065917   -0.085102   -0.106686   -0.126095   -0.132895   -0.127408   -0.114550   -0.096832   -0.075996   -0.053892   -0.032269   -0.012283    0.006078    0.023289    0.039644    0.055565    0.071127    0.085984    0.099803    0.112013    0.122243    0.130243    0.136557    0.140751    0.143391    0.144470    0.144271    0.143018    0.141247    0.139217    0.137555    0.136920    0.137138    0.138049    0.137889    0.134198    0.121808    0.100482    0.078843    0.060608    0.044355    0.028989    0.014188    0.000882    0.000000    0.000000
    0.000000   -0.000633   -0.011927   -0.024551   -0.037671   -0.051185   -0.065530   -0.082125   -0.101119   -0.113453   -0.109116   -0.095070   -0.076323   -0.056252   -0.036545   -0.018133   -0.001245    0.014914    0.030369    0.045463    0.060207    0.074674    0.089053    0.102574    0.114699    0.124855    0.133113    0.139244    0.143237    0.145220    0.145254    0.143933    0.141229    0.137659    0.133470    0.129482    0.126214    0.124011    0.122245    0.119184    0.110071    0.091731    0.071811    0.056262    0.043472    0.032000    0.020953    0.010239    0.000548    0.000000    0.000000
